股票代號,股票名稱,收盤價,月平均價
"080555","欣興元大27購02","0.80","0.83"
"080556","建漢元大21購01","","0.21"
"080557","玉晶光元大21購06","0.29","0.38"
"080558","揚明光元大21購01","0.21","0.35"
"080559","貿聯元大21購04","","0.07"
"08055P","貿聯元大23售08","1.26","1.30"
"080560","中磊元大21購03","","0.13"
"080561","台表科元大21購06","","1.73"
"080562","樺漢元大21購03","","0.74"
"080563","威鋒電元大21購04","","0.74"
"080565","南電元大21購17","0.76","1.27"
"080566","南電元大21購18","","2.18"
"080567","南電元大25購02","","1.30"
"080569","南電法興22購01","0.92","1.41"
"08056P","裕隆凱基23售02","0.02","0.02"
"080570","國泰金中信21購01","","0.31"
"080571","聯電康和21購03","","2.24"
"080572","聯發科康和21購04","0.82","1.71"
"080573","T50反1永豐23購01","0.10","0.09"
"080574","裕隆永豐21購03","","3.38"
"080576","漢翔永豐21購02","","0.20"
"080577","瑞鼎永豐21購02","1.06","1.06"
"080579","上緯控永豐21購01","","0.16"
"08057P","友達凱基22售02","","0.61"
"080581","東鹼元富21購03","","0.27"
"080582","漢翔元富21購01","0.36","0.46"
"080583","大立光元富21購04","","2.54"
"080584","大立光元富24購02","3.58","3.53"
"080587","長榮麥證26購01","0.44","0.47"
"080588","大立光麥證25購01","","1.34"
"080589","聯詠麥證21購01","","1.23"
"08058P","榮運凱基23售02","","0.89"
"080591","智易統一24購01","0.22","0.24"
"080592","南亞科兆豐23購01","2.15","2.08"
"080593","鴻海台新21購01","","0.60"
"080595","致伸台新21購01","","0.33"
"080596","中興電群益23購01","3.68","2.50"
"080597","台積電群益23購03","1.69","2.06"
"080598","台積電群益23購04","0.63","0.60"
"080599","台亞群益21購01","","0.33"
"080600","華邦電群益23購02","0.62","0.76"
"080601","聯發科群益21購14","1.20","2.88"
"080602","聯發科群益23購01","1.82","2.56"
"080603","聯發科群益23購02","","2.30"
"080605","大立光群益21購05","0.96","1.35"
"080607","欣興群益21購04","","0.77"
"080608","玉晶光群益21購05","","0.51"
"080610","帝寶群益21購01","0.45","0.55"
"080611","力智群益21購02","","0.29"
"080612","愛普國票21購01","0.35","0.57"
"080617","聯電凱基21購11","","2.59"
"080618","聯電凱基21購12","2.67","2.95"
"080619","聯電凱基23購02","","4.23"
"08061P","臺股指凱基24售29","0.75","0.82"
"080620","台積電凱基21購27","","2.36"
"080621","台積電凱基21購28","0.87","1.15"
"080623","瑞昱凱基21購06","0.20","0.44"
"080624","聯發科凱基22購07","","2.40"
"080629","陽明凱基21購16","","0.01"
"08062P","臺股指凱基25售12","","1.17"
"080630","華航凱基21購05","0.17","0.19"
"080633","聯詠凱基21購05","","2.62"
"080634","聯詠凱基23購03","1.30","1.16"
"080635","威鋒電凱基21購01","","0.57"
"080636","南電凱基21購08","0.49","1.10"
"080637","電子類凱基26購01","","1.65"
"080638","金融類凱基24購01","","1.88"
"080639","金融類凱基26購01","1.25","1.41"
"08063P","臺股指凱基25售13","1.35","1.43"
"080640","元金2X元大23購01","","0.64"
"080641","台塑元大21購03","0.68","0.72"
"080642","中興電元大21購06","","1.85"
"080643","聯電元大21購16","","2.63"
"080645","聯電元大25購08","","2.86"
"080646","鴻海元大21購21","","0.40"
"080647","鴻海元大21購22","","0.80"
"080648","國巨元大21購08","","1.96"
"080649","台積電元大21購35","","1.58"
"08064P","國巨統一22售03","","0.13"
"080650","台積電元大21購36","","3.35"
"080651","台積電元大25購15","3.41","3.65"
"080652","聯發科元大21購28","0.86","1.61"
"080654","聯發科元大21購30","1.09","1.70"
"080655","長榮元大21購27","","0.12"
"080656","長榮元大25購07","","0.50"
"080657","長榮元大27購07","0.64","0.63"
"08065P","大立光統一22售04","","0.26"
"080660","長榮航元大21購24","0.70","0.70"
"080661","長榮航元大21購25","","0.18"
"080662","長榮航元大25購05","1.40","1.34"
"080664","聯詠元大21購09","3.25","3.07"
"080665","聯詠元大25購01","2.96","2.83"
"080666","欣興元大21購15","","1.21"
"080667","欣興元大25購05","1.32","1.53"
"080669","建漢元大21購03","","0.16"
"080670","建漢元大21購04","0.51","0.66"
"080671","景碩元大21購10","0.56","0.91"
"080672","揚明光元大27購01","0.84","1.03"
"080673","智易元大21購05","","0.19"
"080674","健策元大21購03","","3.72"
"080676","上緯控元大21購01","","0.15"
"080677","日月光元大21購06","","5.90"
"080678","南電元大21購19","0.96","1.50"
"080679","南電元大21購20","1.39","1.85"
"08067P","智邦中信23售02","","0.53"
"080680","鈺齊元大21購05","","0.19"
"080682","T50反1富邦24購01","","0.14"
"080683","滬深2X富邦24購02","","0.24"
"080684","元石油富邦24購01","","0.28"
"080685","大成鋼富邦23購01","","1.80"
"080687","華碩富邦22購01","0.65","0.83"
"080689","長榮航富邦21購06","","0.08"
"08068P","世芯中信22售01","0.05","0.06"
"080690","漢翔富邦22購01","","0.62"
"080691","晶豪科富邦23購02","","0.46"
"080693","中磊富邦23購01","0.36","0.37"
"080694","力積電富邦21購02","","0.02"
"080695","友達法興22購01","0.87","1.11"
"080696","開發金法興22購01","0.87","1.06"
"080697","聯詠法興22購01","","2.87"
"080698","群創法興22購01","1.30","1.61"
"080699","大立光中信22購01","0.85","0.92"
"08069P","啟碁中信22售01","","0.07"
"080700","元油反群益24購01","0.64","0.79"
"080701","FB台半群益23購01","1.32","1.36"
"080702","聯電群益21購08","0.72","1.01"
"080703","大立光群益21購07","","4.45"
"080704","奇鋐群益21購01","1.12","1.25"
"080705","台勝科群益21購03","","0.30"
"080706","上銀統一24購01","0.22","0.25"
"080707","元油反國泰23購03","0.90","0.97"
"080708","台積電國泰23購13","1.25","1.20"
"080709","台積電國泰23購14","1.08","1.02"
"080710","聯詠國票22購02","2.58","2.36"
"080711","聯詠國票22購03","1.41","1.31"
"080712","天鈺國票21購03","0.66","0.77"
"080713","鴻海法興22購02","1.22","1.42"
"080714","長榮航法興22購01","0.62","0.61"
"080716","旺宏康和21購01","2.02","1.94"
"080717","華邦電康和21購02","","0.25"
"080718","友達康和23購03","0.62","0.77"
"08071P","南亞科群益22售01","","0.36"
"080721","台灣50凱基23購08","","1.89"
"080722","台灣50凱基25購08","1.58","1.76"
"080723","台灣50凱基25購09","","1.08"
"080724","東鹼凱基22購01","","0.18"
"080725","上銀凱基23購02","","0.07"
"080726","上銀凱基25購01","","0.19"
"080727","裕隆凱基21購03","3.59","3.45"
"080728","裕隆凱基25購01","3.60","3.45"
"08072P","和碩群益24售01","","0.90"
"080730","國巨凱基21購05","1.33","1.40"
"080732","旺宏凱基23購01","1.97","2.35"
"080733","金像電凱基21購04","1.35","1.52"
"080734","友達凱基21購09","","0.47"
"080737","長榮航凱基21購09","","0.03"
"080738","漢翔凱基23購01","0.15","0.17"
"080739","富邦金凱基22購02","","1.69"
"080740","大立光凱基22購09","2.10","1.99"
"080741","欣興凱基21購11","","0.25"
"080742","群創凱基23購02","0.34","0.51"
"080744","乙盛凱基23購01","","0.12"
"080746","樺漢凱基23購01","0.49","0.47"
"080747","世紀鋼凱基21購05","0.38","0.35"
"080748","臺股指凱基21購23","0.98","0.97"
"080749","南亞永豐21購01","1.54","1.60"
"08074P","台積電統一22售10","","0.68"
"080750","廣宇永豐21購01","","1.62"
"080751","台積電永豐21購03","0.27","0.35"
"080752","台亞永豐21購01","","0.27"
"080753","智邦永豐21購01","0.56","0.56"
"080754","華碩永豐21購01","0.13","0.24"
"080755","強茂永豐21購01","","0.96"
"080757","晶技永豐21購01","","0.26"
"080758","台郡永豐21購01","2.29","2.35"
"080759","潤泰新永豐21購01","0.09","0.17"
"08075P","金像電統一22售03","0.17","0.20"
"080760","裕隆麥證23購01","","4.95"
"080762","漢翔麥證21購01","0.26","0.29"
"080763","兆豐金麥證23購01","0.17","0.22"
"080764","台勝科麥證21購03","","0.41"
"080765","上海銀麥證21購01","","0.29"
"080766","亞德客元大21購06","1.40","1.70"
"080767","裕隆元大21購07","4.38","4.31"
"080768","聯電元大21購19","","1.28"
"080769","聯電元大21購20","","1.37"
"08076P","長榮統一22售17","","1.75"
"080772","鴻海元大21購24","0.15","0.33"
"080774","台積電元大21購37","","0.38"
"080775","台積電元大21購38","0.36","0.57"
"080776","台積電元大21購39","0.58","0.78"
"080777","瑞昱元大21購08","","0.24"
"080778","瑞昱元大21購09","0.65","0.80"
"080779","聯發科元大21購31","","3.88"
"08077P","聯詠統一22售04","","0.24"
"080780","聯發科元大21購32","0.90","1.33"
"080781","聯發科元大25購08","0.95","1.21"
"080788","長榮航元大21購27","0.10","0.13"
"080789","漢翔元大21購03","","0.10"
"08078P","台積電國泰24售05","","4.03"
"080790","漢翔元大21購04","0.43","0.48"
"080792","聯詠元大21購10","1.28","1.29"
"080793","聯詠元大21購11","","3.21"
"080794","欣興元大21購16","0.27","0.52"
"080795","欣興元大21購17","0.70","1.02"
"080796","景碩元大21購11","0.29","0.62"
"080797","玉晶光元大21購07","","0.14"
"080798","創意元大21購03","","5.85"
"080799","嘉澤元大21購04","","5.35"
"08079P","SGBR2X凱基23售01","1.47","1.54"
"080800","日月光元大21購07","1.83","2.61"
"080801","日月光元大21購08","","4.12"
"080802","祥碩元大21購07","0.02","0.06"
"080803","穎崴元大21購01","","2.50"
"080804","南電元大21購21","0.39","0.75"
"080805","南電元大21購22","","1.47"
"080806","大成鋼富邦23購02","","2.43"
"080808","滬深反中信23購01","0.85","0.96"
"08080P","SGBR2X凱基23售03","","1.87"
"080810","長榮航中信27購01","1.39","1.36"
"080811","玉晶光中信22購01","","0.23"
"080812","緯穎中信22購01","1.14","1.13"
"080813","矽力統一24購01","0.64","0.60"
"080814","裕隆兆豐22購01","","3.64"
"080815","聯電兆豐23購02","","2.13"
"080816","台積電兆豐24購03","","1.02"
"080817","台勝科兆豐22購01","0.47","0.53"
"080818","台積電台新21購03","1.85","1.75"
"080819","聯發科國泰23購05","1.76","2.31"
"08081P","SGBR2X凱基26售02","","2.40"
"080820","聯發科國泰23購06","1.40","1.76"
"080825","台塑群益21購01","","0.47"
"080826","堤維西群益22購01","","0.67"
"080829","長榮航群益22購04","","0.15"
"08082P","SGBR2X凱基28售03","2.83","3.03"
"080831","創意群益21購02","","4.91"
"080832","健策群益21購05","","3.52"
"080833","天鈺群益21購02","","0.24"
"080836","鴻海永豐21購01","","0.20"
"080837","英業達永豐21購01","0.70","0.68"
"080838","飛宏永豐21購03","0.47","0.71"
"080839","萬海永豐21購02","","0.01"
"08083P","聯電凱基23售11","1.10","1.18"
"080840","亞光永豐21購01","","0.78"
"080841","聯詠永豐21購02","1.13","1.09"
"080842","嘉澤永豐21購01","2.02","1.74"
"080843","日月光永豐21購02","1.74","1.92"
"080844","立積永豐21購01","","0.15"
"080845","矽力永豐21購01","0.10","0.16"
"080848","S&P反1國票23購01","0.13","0.14"
"08084P","金像電凱基23售03","","0.04"
"080851","東陽國票21購02","0.67","0.71"
"080852","台化國票21購01","0.69","0.85"
"080853","瑞昱國票22購01","0.96","1.15"
"080854","玉山金國票21購01","0.16","0.22"
"080855","威鋒電國票21購02","","0.34"
"080856","臺股指國票21購18","","0.04"
"080857","臺股指國票22購05","","1.28"
"080858","臺股指國票22購06","","0.51"
"08085P","長榮航凱基23售06","","1.96"
"080860","臺股指國票24購03","","0.20"
"080861","聯電康和25購01","2.15","2.26"
"080862","華通康和21購01","","0.75"
"080863","鴻海康和23購04","0.29","0.39"
"080864","台積電康和23購01","","0.75"
"080865","台積電康和23購02","0.53","0.68"
"080866","大立光康和25購01","2.36","2.40"
"080867","聯詠康和25購01","","2.81"
"080869","元油反第一2B購01","","1.03"
"080870","元石油元大22購01","0.27","0.28"
"080871","東陽元大23購01","1.35","1.33"
"080872","堤維西元大23購01","1.28","1.38"
"080874","聯電元大23購07","","2.09"
"080875","聯電元大23購08","2.52","2.52"
"080876","鴻海元大23購06","","0.60"
"080877","鴻海元大23購07","0.40","0.50"
"080878","國巨元大23購02","1.46","1.46"
"08087P","聯詠凱基24售03","0.11","0.16"
"080880","台積電元大23購20","0.93","0.94"
"080881","台積電元大23購21","1.49","1.59"
"080882","智邦元大23購02","1.50","1.49"
"080883","智邦元大23購03","1.00","0.99"
"080885","聯發科元大23購09","1.04","1.57"
"080886","聯發科元大23購10","","2.13"
"080887","漢翔元大23購01","","0.56"
"080889","聯詠元大23購03","2.21","2.02"
"08088P","威鋒電凱基22售01","0.48","0.48"
"080890","玉晶光元大23購04","","0.48"
"080891","創意元大23購03","","7.00"
"080892","創意元大23購04","","6.88"
"080893","智易元大23購01","","0.64"
"080895","祥碩元大23購01","","0.20"
"080896","祥碩元大23購02","0.15","0.21"
"080897","矽力元大23購01","1.00","0.95"
"080898","元晶元大23購01","","1.33"
"080899","AES元大23購04","0.06","0.10"
"08089P","金融類凱基25售03","","1.55"
"080900","矽創元大23購02","","1.90"
"080901","南電元大23購04","1.68","2.11"
"080902","南電元大23購05","1.81","2.31"
"080903","臺股指元大23購34","","0.95"
"080904","臺股指元大23購35","","1.17"
"080905","臺股指元大23購36","1.23","1.27"
"080906","臺股指元大25購18","","1.10"
"080907","臺股指元大25購19","","1.40"
"080908","台塑凱基22購01","1.05","1.03"
"080909","遠東新凱基22購01","1.14","1.15"
"080910","聯電凱基22購08","1.27","1.41"
"080911","智邦凱基22購02","","0.32"
"080912","智邦凱基22購03","","0.34"
"080913","智邦凱基22購04","0.80","0.72"
"080914","宏碁凱基22購01","0.74","1.03"
"080915","英業達凱基22購01","0.72","0.62"
"080916","聯發科凱基22購08","0.41","0.85"
"080917","飛宏凱基22購02","1.53","1.64"
"080919","長榮凱基22購08","","0.03"
"08091P","SGBR2X元大25售03","1.45","1.48"
"080920","漢翔凱基22購01","0.31","0.31"
"080921","大立光凱基25購03","1.82","1.84"
"080922","聯詠凱基22購04","2.06","2.02"
"080923","群創凱基25購01","0.68","0.81"
"080924","嘉澤凱基22購01","3.75","3.15"
"080925","健策凱基22購01","","2.51"
"080926","健策凱基22購03","2.18","2.28"
"080927","正文凱基22購01","","0.14"
"080928","新唐凱基22購03","1.11","1.22"
"080929","中磊凱基22購01","0.28","0.26"
"08092P","寶齡元大23售02","0.06","0.09"
"080930","帆宣凱基22購01","","1.88"
"080931","啟碁凱基22購01","2.35","2.83"
"080933","矽力凱基22購03","","0.12"
"080934","AES凱基22購01","","0.11"
"080939","台積電元富21購23","","0.68"
"080940","台積電元富21購24","1.60","1.78"
"080942","元石油富邦23購01","","0.33"
"080943","元油反富邦22購01","0.22","0.26"
"080944","聯發科富邦23購08","","1.76"
"080945","華航富邦22購02","","0.20"
"080946","華航國票21購04","","0.16"
"080947","玉晶光國票22購02","0.48","0.58"
"080948","鈺齊國票22購01","","0.03"
"080949","高股息中信23購01","","0.54"
"08094P","台積電元大23售43","","0.63"
"080950","智邦中信23購01","0.95","0.90"
"080951","順德中信21購01","","0.47"
"080952","大立光中信22購02","","0.58"
"080954","欣興中信22購03","","0.62"
"080955","玉晶光中信22購02","","0.14"
"080956","上緯控中信21購01","","0.03"
"080957","愛普中信21購02","","0.24"
"080959","金像電康和23購02","0.56","0.68"
"08095P","聯發科元大23售28","2.32","1.99"
"080960","大立光康和23購03","","1.81"
"080961","力積電康和23購01","","0.17"
"080962","東陽永豐21購02","","0.16"
"080964","佳世達永豐21購01","","0.23"
"080965","金像電永豐21購02","0.59","0.72"
"080966","瑞昱永豐21購03","","0.43"
"080967","凌陽永豐21購01","","0.17"
"080968","南亞科永豐21購02","","0.40"
"080969","京元電永豐21購01","0.33","0.32"
"08096P","長榮航元大23售29","","1.26"
"080970","聯發科永豐21購05","","1.10"
"080971","大立光永豐21購05","","1.24"
"080972","玉晶光永豐21購01","","0.08"
"080973","健策永豐21購03","1.53","1.50"
"080974","三福化永豐21購01","","0.23"
"080975","正文永豐21購01","","0.12"
