股票代號,股票名稱,收盤價,月平均價
"079811","同欣電永豐21購01","","0.60"
"079812","台表科永豐21購01","","2.25"
"079814","鴻海法興22購01","0.22","0.35"
"079815","鴻海法興23購01","","0.17"
"079818","華新群益22購01","2.48","2.78"
"079819","鴻準群益21購01","0.46","0.62"
"07981P","大成鋼凱基23售03","","0.03"
"079820","長榮群益21購11","0.02","0.02"
"079821","長榮航群益21購07","","0.18"
"079823","嘉澤群益21購01","","8.80"
"079824","欣陸群益21購01","0.51","0.74"
"079826","泰鼎群益21購01","","0.24"
"079827","森崴群益21購01","0.07","0.05"
"079828","富鼎群益21購01","","0.68"
"079829","富邦媒群益21購01","","0.26"
"07982P","臺股指凱基22售21","0.50","0.61"
"079830","富邦媒群益21購02","","0.21"
"079833","東陽統一23購01","0.71","0.71"
"079834","鴻海統一25購05","0.74","0.79"
"079835","台積電統一23購07","","0.95"
"079836","台積電統一23購08","0.91","0.99"
"079838","漢翔統一23購01","","0.64"
"079839","世芯統一22購02","2.80","2.75"
"07983P","臺股指凱基22售22","","0.67"
"079840","力智統一23購01","0.15","0.21"
"079841","南電統一22購03","","1.82"
"079842","台積電兆豐24購01","1.60","1.71"
"079843","金像電兆豐23購01","","2.75"
"079845","台灣50國泰23購01","1.13","1.27"
"079846","T50反1國泰23購02","","0.12"
"079847","台積電國泰23購04","","1.70"
"079848","台積電國泰23購05","","1.24"
"07984P","臺股指凱基22售23","0.92","1.01"
"079850","景碩國泰23購01","0.29","0.60"
"079851","世芯國泰23購01","","3.56"
"079852","台灣50凱基23購07","","1.40"
"079853","台灣50凱基24購08","","1.32"
"079854","台灣50凱基25購07","","2.25"
"079855","台灣50凱基27購01","0.90","1.03"
"079856","高股息凱基25購01","","1.35"
"079857","T50正2凱基25購05","1.01","1.08"
"07985P","台積電統一22售09","0.75","0.82"
"079860","華新凱基21購10","","5.25"
"079861","裕隆凱基22購01","","6.40"
"079862","鴻海凱基24購02","0.59","0.67"
"079863","鴻海凱基24購03","0.68","0.82"
"079866","台積電凱基24購03","","2.43"
"079867","台積電凱基25購06","2.18","2.32"
"079868","智邦凱基21購04","2.62","2.71"
"079869","鴻準凱基21購01","","1.82"
"07986P","欣興統一22售06","","0.49"
"079870","友達凱基21購07","","0.31"
"079871","聯發科凱基27購01","2.25","2.89"
"079872","聯發科凱基27購02","2.45","3.20"
"079873","陽明凱基21購11","","0.09"
"079874","奇鋐凱基21購03","","5.45"
"079875","景碩凱基22購02","","0.52"
"079876","世芯凱基21購02","4.09","4.49"
"079877","日月光凱基22購02","","4.75"
"079878","國光生凱基21購01","0.16","0.26"
"07987P","中鴻國票23售03","0.45","1.07"
"079880","南電凱基22購05","","1.24"
"079881","臺股指凱基27購01","","1.28"
"079882","電子類凱基24購01","1.36","1.45"
"079883","電子類凱基24購02","","0.90"
"079885","台灣5G元大21購01","0.71","0.76"
"079887","亞德客元大21購05","","0.10"
"079888","裕隆元大21購04","","5.49"
"07988P","揚明光國票23售04","","1.37"
"079890","國巨元大21購04","","3.10"
"079892","台積電元大21購26","3.00","2.84"
"079893","台積電元大25購10","4.12","4.01"
"079894","台亞元大21購02","0.35","0.48"
"079895","順德元大21購02","0.30","0.48"
"079896","順德元大21購03","0.74","0.85"
"079897","微星元大21購02","","1.89"
"079898","微星元大26購01","","2.10"
"079899","瑞昱元大21購04","1.21","1.50"
"07989P","天鈺國票22售01","","0.14"
"079900","友達元大21購09","0.20","0.31"
"079901","聯發科元大21購20","","4.09"
"079902","聯發科元大25購05","","3.13"
"079903","可成元大21購04","","1.85"
"079904","可成元大21購05","2.55","2.64"
"079906","長榮元大21購20","","0.06"
"079908","裕民元大21購02","0.96","0.85"
"079909","陽明元大25購03","0.49","0.58"
"07990P","穎崴國票23售04","0.28","0.26"
"079913","八方元大21購01","","2.74"
"079914","大立光元大21購09","","3.99"
"079916","欣興元大21購08","0.75","1.16"
"079917","欣興元大26購04","1.13","1.36"
"079918","景碩元大21購06","0.32","0.59"
"07991P","聯發科富邦24售03","0.92","0.74"
"079920","日月光元大21購03","","4.67"
"079921","智伸科元大21購03","","0.20"
"079922","正文元大21購02","0.36","0.48"
"079923","祥碩元大21購06","","0.05"
"079925","力智元大21購04","0.18","0.42"
"079927","台積電元富21購14","","0.21"
"079928","台積電元富21購15","0.80","0.80"
"079929","京元電元富21購01","0.54","0.55"
"079932","長榮元富27購02","0.45","0.49"
"079933","欣興元富24購02","0.67","0.87"
"079934","台勝科元富21購01","0.31","0.46"
"079936","台泥麥證21購01","0.08","0.12"
"079938","嘉澤麥證24購01","","3.35"
"079939","富鼎麥證22購01","0.51","0.64"
"07993P","聯電永豐22售01","","0.11"
"079940","友達富邦23購01","0.46","0.59"
"079942","樺漢國票22購02","","0.22"
"079943","道瓊2X中信24購01","","0.79"
"079944","聯發科中信21購02","1.64","2.09"
"079945","漢翔中信21購01","0.10","0.17"
"079946","鈺齊中信22購01","0.10","0.10"
"079947","T50正2永豐21購05","","0.66"
"079948","T50反1永豐22購01","0.04","0.06"
"079949","儒鴻永豐21購01","1.10","1.20"
"079950","華通永豐21購02","","1.44"
"079951","瑞昱永豐21購02","0.60","0.77"
"079952","華航永豐21購02","0.09","0.12"
"079954","鈺齊永豐21購01","","0.02"
"079956","S&P反1群益25購01","","0.27"
"079957","旺宏群益22購01","","1.80"
"079958","華邦電群益22購01","0.79","0.98"
"079959","智邦群益21購01","2.58","2.55"
"07995P","美費半群益22售03","1.16","1.28"
"079960","金像電群益21購03","","1.64"
"079962","長榮航群益21購08","0.21","0.27"
"079963","開發金群益23購01","0.38","0.53"
"079964","景碩群益21購05","0.16","0.42"
"079965","創意群益21購01","","11.20"
"079967","大眾控群益21購01","","0.61"
"079968","智伸科群益21購01","0.51","0.70"
"079969","華孚群益21購01","0.16","0.28"
"07996P","上緯控群益22售01","","0.63"
"079970","威鋒電群益21購01","","0.35"
"079972","臺股指群益21購14","2.97","3.06"
"079975","遠東新統一21購01","0.24","0.28"
"079976","聯發科統一23購12","","2.79"
"079977","聯發科統一25購03","1.66","2.00"
"079979","陽明統一23購12","","0.22"
"079981","欣興統一23購06","","0.73"
"079982","景碩統一23購03","","0.54"
"079983","上緯控統一24購01","0.17","0.19"
"079986","南電統一23購04","0.95","1.23"
"079987","富鼎統一23購01","","1.04"
"079988","聯發科第一2C購01","1.11","1.17"
"079989","長榮第一2C購02","0.63","0.63"
"07998P","SGBR2X元大23售03","","1.33"
"079990","國巨兆豐21購01","","3.13"
"079991","長榮兆豐23購02","","0.12"
"079992","台驊控兆豐23購01","0.35","0.51"
"079993","愛普兆豐21購01","0.24","0.41"
"079994","台積電法興21購01","","1.59"
"079995","台積電法興22購01","","1.93"
"079996","新光金法興21購01","","0.60"
"079997","台塑麥證21購02","0.14","0.12"
"079998","南亞麥證21購01","","2.04"
"079999","開發金麥證21購01","0.16","0.31"
"07999P","聚陽元大23售01","","0.06"
"080000","致新麥證21購01","0.38","0.40"
"080001","臺股指麥證27購01","","1.35"
"080002","台塑凱基21購01","","0.23"
"080003","亞德客凱基21購04","0.60","0.81"
"080004","聯電凱基22購06","","1.56"
"080005","國巨凱基21購04","5.30","4.97"
"080006","台亞凱基22購02","","0.62"
"080007","智邦凱基24購01","1.92","1.83"
"080008","順德凱基21購01","","1.56"
"080009","微星凱基21購02","","3.21"
"08000P","亞德客元大23售01","0.33","0.34"
"080010","瑞昱凱基21購04","0.76","1.20"
"080011","友達凱基21購08","","0.07"
"080012","長榮凱基22購04","","0.04"
"080013","長榮凱基22購05","","0.02"
"080016","萬海凱基22購03","","0.07"
"080017","長榮航凱基22購06","","0.31"
"080018","慧洋凱基21購02","0.37","0.29"
"080019","八方凱基21購01","2.55","2.89"
"08001P","美時元大25售02","0.14","0.13"
"080020","富邦金凱基21購02","0.93","1.44"
"080021","大立光凱基22購04","3.19","3.63"
"080022","欣興凱基22購04","","0.29"
"080023","群創凱基22購01","0.42","0.68"
"080026","華孚凱基21購01","","0.28"
"080028","臺股指凱基21購22","","0.25"
"080029","臺股指凱基23購22","0.16","0.24"
"08002P","裕隆元大23售02","0.05","0.06"
"080030","T50反1元富21購01","","0.14"
"080031","華新元富21購02","","5.50"
"080034","國巨元富21購01","","3.36"
"080036","台積電元富21購17","","1.32"
"080037","台積電元富21購18","","1.76"
"080038","台積電元富21購19","2.04","2.25"
"080039","友達元富21購04","","0.34"
"08003P","國巨元大23售07","","0.20"
"080040","友達元富24購01","0.39","0.50"
"080041","景碩元富21購01","","0.60"
"080042","創意元富21購01","","4.30"
"080043","同欣電元富21購01","1.21","1.11"
"080046","力積電元富21購01","","0.24"
"08004P","華碩元大23售02","0.90","0.88"
"080050","元油反國票23購01","","0.72"
"080051","堤維西國票21購01","0.42","0.55"
"080052","聯電國票21購04","1.90","2.04"
"080053","聯發科國票21購08","","2.43"
"080057","敦泰國票22購02","0.12","0.16"
"080058","瑞鼎國票22購01","1.13","1.35"
"080059","嘉聯益國票22購01","","1.57"
"08005P","技嘉元大23售03","","0.04"
"080060","華孚國票21購01","","0.41"
"080061","華孚國票23購01","0.28","0.27"
"080062","力智國票21購01","","0.19"
"080063","元油反康和21購01","","0.45"
"080064","台塑康和21購02","0.17","0.22"
"080065","中鋼康和21購01","0.88","0.94"
"080066","友達康和23購02","","0.47"
"080067","上緯控康和23購01","","0.15"
"080069","T50正2國泰23購01","1.88","2.03"
"08006P","技嘉元大23售04","","0.07"
"080070","台積電國泰23購06","2.02","2.21"
"080071","台積電國泰23購07","2.04","2.02"
"080072","台積電國泰23購08","2.36","2.26"
"080074","華孚國泰23購01","0.61","0.65"
"080075","華孚國泰23購02","1.15","1.22"
"080076","力智國泰23購02","","0.36"
"080077","瑞昱富邦21購01","0.43","0.55"
"08007P","榮運元大23售04","","1.41"
"080083","台積電元大25購11","2.95","3.16"
"080085","友達元大21購11","0.32","0.38"
"080087","聯發科元大25購06","2.40","2.85"
"08008P","健策元大23售12","0.65","0.76"
"080090","長榮元大26購06","","0.58"
"080093","華航元大21購04","0.24","0.26"
"080096","長榮航元大26購01","0.40","0.40"
"080097","台驊控元大21購03","0.23","0.42"
"080099","大立光元大26購03","","4.04"
"08009P","富鼎元大25售02","","0.55"
"080101","欣興元大21購09","0.29","0.48"
"080102","欣興元大26購05","1.20","1.39"
"080103","景碩元大21購07","0.16","0.41"
"080104","玉晶光元大21購05","0.70","0.94"
"080106","世芯元大26購03","3.37","3.40"
"080107","日月光元大21購04","","4.90"
"080108","日月光元大21購05","","4.40"
"080109","華孚元大21購01","0.92","1.13"
"08010P","鈺齊元大23售06","0.56","0.71"
"080110","華孚元大21購02","0.37","0.45"
"080111","華孚元大21購03","0.65","0.78"
"080112","華孚元大24購01","1.07","1.09"
"080113","華孚元大24購02","0.69","0.75"
"080114","華孚元大25購01","0.96","0.97"
"080115","華孚元大25購02","0.74","0.77"
"080116","華孚元大26購01","0.97","1.06"
"080117","華孚元大27購01","","0.99"
"080118","華孚元大27購02","0.85","0.93"
"080119","力智元大21購05","","0.47"
"08011P","奇鋐中信23售02","","0.37"
"080121","力智元大21購07","","0.75"
"080122","南電元大21購11","0.47","0.95"
"080123","南電元大21購12","0.76","1.41"
"080125","南亞中信21購01","","0.41"
"080126","長榮中信24購03","0.10","0.11"
"080127","大立光中信23購01","1.20","1.24"
"080128","欣興中信21購03","0.22","0.36"
"080129","欣興中信25購01","0.85","1.04"
"08012P","新唐中信22售02","0.22","0.25"
"080130","創意中信23購01","","5.52"
"080132","大成鋼群益21購03","5.30","3.93"
"080133","大立光群益21購03","","4.41"
"080135","天鈺群益21購01","0.71","0.90"
"080136","華孚群益23購01","0.24","0.30"
"080137","台積電康和21購06","2.32","2.42"
"080138","長榮航康和21購01","","0.17"
"080139","大立光康和22購02","","3.32"
"080140","台灣50統一23購02","","0.99"
"080141","聯電統一21購04","1.03","1.17"
"080142","台積電統一23購09","","1.19"
"080143","台勝科統一25購02","0.73","0.76"
"080144","貿聯統一23購01","0.19","0.21"
"080145","南電統一22購04","","1.07"
"080146","富邦媒統一24購01","0.49","0.54"
"080147","富邦媒統一24購02","","0.18"
"080148","技嘉兆豐23購01","","2.60"
"080149","聯發科兆豐21購03","","1.33"
"08014P","敦泰國票23售02","","0.60"
"080150","創意兆豐23購02","","5.36"
"080151","長榮法興27購01","0.75","0.79"
"080153","大立光法興21購01","","4.20"
"080154","泰山永豐21購02","0.30","0.72"
"080155","上銀永豐22購01","","0.08"
"080157","台勝科永豐21購01","","0.23"
"080158","智易永豐22購01","","0.20"
"080159","世芯永豐21購02","1.88","2.16"
"08015P","台灣50國泰24售02","0.61","0.60"
"080160","緯穎永豐21購02","","2.52"
"080161","威鋒電永豐21購01","","0.17"
"080163","南電永豐21購01","0.87","1.15"
"080164","南茂永豐21購01","","0.23"
"080165","富邦媒永豐21購02","","0.02"
"080166","臺股指永豐21購04","","0.60"
"080167","元石油凱基27購01","0.34","0.36"
"080168","聯電凱基22購07","2.15","2.30"
"080169","聯電凱基25購02","3.15","3.02"
"08016P","聯電統一22售08","","0.37"
"080170","聯電凱基27購01","","3.52"
"080171","鴻海凱基25購02","0.51","0.62"
"080172","鴻海凱基27購01","0.52","0.62"
"080173","台積電凱基25購07","2.44","2.60"
"080174","台積電凱基25購08","","3.18"
"080175","台積電凱基25購09","3.40","3.47"
"080176","台積電凱基28購02","2.63","3.56"
"080177","友達凱基25購02","0.53","0.69"
"080178","長榮凱基27購01","0.28","0.29"
"080179","長榮凱基27購02","","0.41"
"08017P","聯電台新22售01","","0.31"
"080180","長榮凱基27購03","","0.44"
"080181","華航凱基27購01","0.32","0.29"
"080182","華航凱基27購02","0.61","0.60"
"080184","萬海凱基27購01","","0.45"
"080185","長榮航凱基27購01","0.47","0.43"
"080186","慧洋凱基25購01","1.02","0.85"
"080187","慧洋凱基27購01","1.02","0.91"
"080188","大立光凱基27購01","3.14","3.26"
"080189","聯詠凱基21購04","","3.74"
"08018P","上証2X凱基23售02","","1.47"
"080190","聯詠凱基27購01","","4.47"
"080191","聯詠凱基27購02","4.18","3.86"
"080192","景碩凱基27購01","0.78","1.04"
"080193","玉晶光凱基25購02","1.34","1.41"
"080194","世芯凱基27購01","3.67","3.86"
"080195","世芯凱基27購02","3.47","3.64"
"080196","貿聯凱基21購04","","0.01"
"080197","日月光凱基25購01","","5.50"
"080198","日月光凱基27購01","4.88","5.14"
"080199","上品凱基25購01","2.04","2.16"
"080200","正文凱基23購01","","1.17"
"080201","華孚凱基21購03","0.36","0.41"
"080202","華孚凱基24購01","1.04","1.06"
"080203","華孚凱基25購01","1.03","1.06"
"080204","華孚凱基26購01","0.96","1.06"
"080205","華孚凱基27購01","1.21","1.24"
"080206","華孚凱基29購01","1.51","1.59"
"080207","愛普凱基22購02","0.69","1.00"
"080208","AES凱基25購01","0.31","0.41"
"080209","南電凱基25購01","1.39","1.81"
"080210","臺股指凱基24購22","","0.23"
"080212","聯電元富21購05","","3.55"
"080213","聯電元富24購02","","3.30"
"080215","國巨元富21購05","1.20","1.26"
"080218","鴻海麥證27購01","0.52","0.57"
"080219","聯發科國票22購05","0.84","1.64"
"08021P","聯電凱基23售10","","0.27"
"080222","臻鼎富邦21購01","","2.21"
"080223","T50正2元大21購02","","1.04"
"080224","T50正2元大23購05","1.09","1.15"
"080225","T50反1元大23購04","0.18","0.19"
"080226","T50反1元大24購04","","0.21"
"080227","T50反1元大25購07","0.21","0.23"
"080228","臺指反元大21購04","","0.09"
"080229","臺指反元大23購01","0.17","0.20"
"08022P","國巨凱基22售05","","0.05"
"080230","臺指反元大24購05","0.20","0.21"
"080231","台泥元大21購01","","0.08"
"080232","裕隆元大21購05","","9.55"
"080233","聯電元大25購05","3.07","3.25"
"080234","台積電元大21購29","1.83","2.16"
"080236","華邦電元大21購01","","1.54"
"080237","華邦電元大21購02","","1.03"
"080238","聯發科元大21購22","","4.39"
"080239","聯發科元大25購07","","2.99"
"08023P","技嘉凱基22售03","","0.01"
"080243","長榮元大26購07","0.54","0.53"
"080248","長榮航元大27購01","0.73","0.71"
"080249","慧洋元大21購04","0.51","0.41"
"08024P","聯發科凱基23售06","0.64","0.47"
"080250","慧洋元大21購05","0.67","0.56"
"080251","大立光元大27購01","","4.52"
"080253","聯詠元大26購02","3.72","3.51"
"080254","欣興元大21購10","0.49","0.58"
"080255","欣興元大21購11","","0.21"
"080256","景碩元大21購08","","0.38"
"080257","台勝科元大21購10","0.26","0.40"
"080258","台勝科元大21購11","0.34","0.52"
"080260","世芯元大26購04","3.69","3.91"
"080261","國光生元大21購02","0.35","0.46"
"080262","康普元大21購03","0.25","0.33"
"080263","南電元大21購13","","2.69"
"080264","南電元大25購01","1.92","2.30"
"080265","世紀鋼元大24購02","0.29","0.26"
"080266","泰山中信21購01","","1.32"
"080268","華航中信23購01","","0.32"
"080269","智邦康和23購01","1.45","1.40"
"08026P","嘉澤凱基23售03","0.02","0.03"
"080270","祥碩康和23購02","","0.13"
"080272","華新群益21購04","","7.44"
"080273","美時群益23購03","","8.30"
"080274","上銀群益21購04","0.40","0.57"
"080275","台積電群益23購01","1.21","1.19"
"080276","台積電群益23購02","","1.30"
"080277","友達群益22購03","0.24","0.38"
"080278","全新群益21購01","","0.69"
"080279","王品群益23購01","","2.33"
"08027P","日月光凱基23售03","0.08","0.10"
"080280","玉山金群益21購02","","0.06"
"080281","康普群益23購01","","0.17"
"080282","台表科群益22購01","","1.60"
"080283","惠特群益21購02","","0.08"
"080285","台塑永豐21購01","0.39","0.46"
"080286","國巨永豐21購02","1.67","1.60"
"080287","聯發科永豐21購04","","0.40"
"080288","華新科永豐21購01","","0.15"
"080289","大立光永豐21購04","","0.69"
"08028P","電子類凱基23售03","","0.91"
"080290","奇鋐永豐21購02","","1.28"
"080291","富采永豐21購01","0.16","0.17"
"080292","帆宣永豐21購01","","0.71"
"080293","裕隆元富24購01","6.75","6.40"
"080294","智邦元富21購01","0.90","0.78"
"080295","聯發科元富21購20","0.12","0.34"
"080298","合勤控元富21購01","0.84","0.77"
"08029P","SGBR2X中信25售02","","0.61"
"080300","南電麥證22購01","","0.56"
"080301","臺股指麥證2A購01","1.06","1.10"
"080302","聯電國泰23購04","1.84","1.96"
"080303","華航國泰23購01","","0.20"
"080304","國泰金富邦21購02","","0.20"
"080305","晶豪科富邦23購01","","0.30"
"080306","美時元大21購06","","8.30"
"080308","大成鋼元大21購05","","2.36"
"08030P","臺股指中信25售02","","0.25"
"080311","聯電元大21購12","0.65","1.01"
"080313","聯電元大25購06","1.94","1.97"
"080314","鴻海元大21購18","","0.31"
"080315","鴻海元大21購19","","0.28"
"080316","台積電元大21購30","","0.07"
"080317","台積電元大21購31","","1.56"
"080318","台積電元大25購13","1.14","1.15"
"080319","台積電元大27購03","1.36","1.47"
"08031P","臺股指中信26售03","","1.39"
"080320","旺宏元大21購01","","1.74"
"080321","聯發科元大21購23","0.85","1.64"
"080322","聯發科元大21購24","0.62","1.03"
"080323","聯發科元大27購02","0.93","1.10"
"080325","長榮元大25購06","0.32","0.32"
"080327","長榮元大27購05","","0.49"
"08032P","道瓊銀群益22售01","","0.19"
"080331","長榮航元大25購03","","0.74"
"080333","慧洋元大21購06","0.18","0.19"
"080335","大立光元大24購04","","2.71"
"080337","聯詠元大21購08","","2.53"
"080338","欣興元大21購12","0.27","0.46"
"080339","欣興元大21購13","","0.27"
"080340","欣興元大25購03","0.89","1.10"
"080341","景碩元大21購09","","0.17"
"080342","台勝科元大21購12","","0.28"
"080343","台勝科元大21購13","0.16","0.28"
"080345","南電元大21購14","0.32","0.70"
"080346","南電元大21購15","0.64","1.12"
"080347","南電元大21購16","0.46","0.81"
"080348","鈺齊元大21購03","0.31","0.29"
"080349","元油反國票21購04","0.87","0.90"
"08034P","大立光永豐22售02","","0.07"
"080350","元油反國票24購01","0.85","1.06"
"080351","台塑國票21購02","0.53","0.55"
"080352","南亞國票21購01","1.30","1.59"
"080354","台積電國票21購11","1.26","1.45"
"080355","台積電國票23購07","1.85","2.25"
"080356","台積電國票23購08","2.01","2.10"
"080357","瑞昱國票21購02","0.34","0.63"
"080358","友達國票21購01","0.21","0.36"
"080359","聯發科國票23購03","","2.42"
"08035P","元黃金國票24售01","0.52","0.62"
"080361","創意國票22購06","","10.10"
"080362","敦泰國票22購03","0.06","0.11"
"080363","智易國票22購02","","0.15"
"080364","貿聯國票22購01","","0.10"
"080366","華孚國票22購01","0.63","0.70"
"080367","力積電國票21購02","","0.17"
"080368","東陽統一22購03","","0.46"
"080369","國巨統一22購02","2.91","3.00"
"08036P","SGBR2X國票24售02","0.88","0.88"
"080370","國巨統一23購03","1.59","1.53"
"080373","欣興統一23購07","0.39","0.56"
"080374","台勝科統一25購03","0.48","0.53"
"080375","台勝科統一25購04","","0.29"
"080376","旺宏兆豐23購01","2.16","2.10"
"080379","富采兆豐23購01","0.69","0.64"
"08037P","SGBR2X國票25售01","1.20","1.35"
"080380","天鈺兆豐23購01","","1.06"
"080381","潤泰新兆豐23購01","","0.89"
"080382","堤維西凱基23購01","0.20","0.25"
"080383","大成鋼凱基25購01","4.63","3.91"
"080384","聯電凱基25購03","","1.15"
"080385","國巨凱基25購01","2.07","1.96"
"080386","國巨凱基27購01","2.48","2.41"
"080387","台積電凱基21購24","","0.76"
"080388","台積電凱基21購25","0.31","0.58"
"080389","台積電凱基21購26","0.95","1.34"
"08038P","道瓊銀國票24售01","0.37","0.45"
"080390","華邦電凱基25購01","1.05","1.23"
"080391","智邦凱基25購01","2.22","2.25"
"080392","智邦凱基27購01","1.55","1.47"
"080393","聯發科凱基21購14","","0.23"
"080394","聯發科凱基21購15","0.11","0.47"
"080395","聯發科凱基25購02","","1.10"
"080396","飛宏凱基22購01","","1.79"
"080397","華新科凱基27購01","0.84","0.96"
"080401","華航凱基25購01","","0.29"
"080402","富邦金凱基27購01","1.68","2.19"
"080403","大立光凱基22購05","2.09","2.05"
"080404","大立光凱基22購06","1.25","1.49"
"080405","大立光凱基22購07","0.48","0.56"
"080406","大立光凱基27購02","","3.58"
"080407","大立光凱基27購03","3.08","3.17"
"080408","大立光凱基27購04","","2.56"
"080409","聯詠凱基22購02","0.96","0.88"
"08040P","貿聯國票23售04","1.85","2.10"
"080410","欣興凱基29購03","1.26","1.41"
"080411","景碩凱基25購01","0.76","1.01"
"080412","景碩凱基26購01","0.56","0.76"
"080413","景碩凱基27購02","0.93","1.20"
"080414","台勝科凱基21購07","0.23","0.33"
"080415","台勝科凱基25購01","0.71","0.81"
"080416","國光生凱基22購01","","0.10"
"080417","南電凱基27購01","1.30","1.63"
"080419","滬深2X群益21購04","","0.07"
"08041P","儒鴻元富22售01","0.39","0.44"
"080420","臺指反群益25購01","","0.25"
"080421","聯發科群益21購13","0.10","0.47"
"080422","華航群益21購04","","0.04"
"080424","台驊控群益23購01","0.16","0.24"
"080425","大立光群益21購04","1.25","1.51"
"080426","揚明光群益21購01","","0.36"
"080428","健策群益21購04","3.55","3.34"
"080429","同欣電群益21購01","0.23","0.23"
"08042P","創意元富22售04","0.04","0.08"
"080430","台表科群益21購02","","1.32"
"080431","矽創群益21購01","0.84","1.26"
"080432","南電群益21購04","0.51","0.96"
"080433","南電群益21購05","0.54","1.21"
"080434","東鋼康和22購01","0.66","0.77"
"080435","國巨康和21購01","4.86","4.41"
"080436","台灣50永豐21購06","","0.70"
"080437","滬深2X永豐21購02","","0.02"
"08043P","創意元富22售05","","0.09"
"080441","台光電永豐21購01","0.83","0.96"
"080443","晶豪科永豐21購01","0.10","0.19"
"080444","嘉晶永豐21購01","","0.44"
"080445","欣興永豐21購02","","0.30"
"080446","緯創永豐21購01","","0.79"
"080447","康舒永豐21購01","","0.19"
"080448","致新永豐21購01","0.40","0.43"
"080449","台灣50國票23購03","","1.45"
"08044P","合勤控元富22售01","0.56","0.76"
"080450","T50反1國票21購04","","0.06"
"080452","堤維西國票22購01","","0.32"
"080453","國巨國票22購02","","3.52"
"080454","國巨國票22購03","3.48","3.63"
"080455","玉晶光國票21購01","0.65","0.81"
"080456","群創國票21購01","0.82","1.17"
"080457","嘉基國票21購01","0.16","0.16"
"080459","堤維西國泰23購02","0.67","0.74"
"08045P","東陽元大23售07","0.55","0.64"
"080460","欣興國泰23購01","0.64","0.85"
"080462","滬深2X凱基22購03","","0.04"
"080463","元金2X凱基27購01","","0.91"
"080464","東鹼凱基21購01","","0.27"
"080465","裕隆凱基24購01","5.05","4.92"
"080466","華通凱基22購02","0.82","1.25"
"080467","鴻海凱基21購06","","0.43"
"080468","國巨凱基22購02","1.84","1.76"
"080469","國巨凱基22購03","","2.96"
"08046P","中砂元大23售05","1.09","1.17"
"080470","旺宏凱基21購02","2.61","2.30"
"080471","聯發科凱基25購03","1.65","1.93"
"080473","陽明凱基21購14","","0.03"
"080475","欣興凱基22購05","0.62","0.94"
"080476","欣興凱基22購06","","0.20"
"080477","建漢凱基21購01","","0.11"
"080478","景碩凱基21購05","","0.09"
"080479","景碩凱基21購06","","0.44"
"08047P","聯電元大23售38","","2.00"
"080481","玉晶光凱基22購01","","0.30"
"080482","群創凱基21購05","0.48","0.76"
"080483","揚明光凱基23購03","0.46","0.62"
"080484","揚明光凱基25購02","0.34","0.46"
"080486","台表科凱基22購02","1.58","1.65"
"080487","樺漢凱基21購04","0.37","0.47"
"080489","南電凱基21購07","0.99","1.57"
"08048P","聯電元大23售39","","0.22"
"080490","振樺電凱基25購01","","0.36"
"080491","鈺齊凱基25購01","0.60","0.63"
"080492","臺股指凱基26購07","2.10","2.22"
"080493","臺股指凱基26購08","0.58","0.69"
"080494","臺股指凱基26購09","","0.61"
"080495","臺股指凱基26購10","","2.74"
"080496","臺股指凱基26購11","1.24","1.35"
"080498","中鋼統一22購01","0.97","0.99"
"080499","金像電統一24購01","1.02","1.12"
"08049P","台積電元大23售42","1.67","1.77"
"080500","玉晶光統一22購06","","0.57"
"080501","亞德客兆豐23購01","0.60","0.74"
"080502","台亞兆豐23購01","0.59","0.73"
"080503","南電台新21購01","","1.43"
"080505","長榮航元富23購01","","0.24"
"080506","大立光元富21購02","","3.30"
"080507","亞光元富21購01","0.51","0.64"
"080508","亞光元富21購02","1.27","1.38"
"080509","欣興元富23購02","","0.52"
"08050P","金像電元大23售05","0.04","0.07"
"080510","京鼎元富21購01","0.84","1.10"
"080511","天鈺元富21購01","1.72","1.63"
"080512","同欣電元富21購02","0.18","0.18"
"080513","愛普元富21購02","","0.25"
"080514","南電元富21購02","","1.30"
"080515","台灣50麥證26購02","","1.44"
"080517","台積電麥證27購02","1.24","1.26"
"080518","友達麥證22購01","0.27","0.29"
"080519","正文麥證21購01","","0.17"
"08051P","金像電元大23售06","","0.33"
"080520","元油反富邦21購02","","0.82"
"080521","華通富邦24購01","","1.31"
"080522","國巨富邦22購02","3.11","2.98"
"080524","東鹼元大21購02","0.08","0.08"
"080526","聯電元大21購14","","0.75"
"080528","聯電元大25購07","","2.33"
"080529","鴻海元大21購20","","1.07"
"08052P","長榮航元大23售28","","2.66"
"080530","鴻海元大27購01","1.24","1.34"
"080531","台積電元大21購33","0.22","0.40"
"080532","台積電元大21購34","0.89","1.19"
"080533","台積電元大25購14","","2.48"
"080535","瑞昱元大21購05","","0.24"
"080536","瑞昱元大21購06","0.35","0.56"
"080537","聯發科元大21購26","0.73","1.07"
"080539","聯發科元大27購03","","2.67"
"080545","華航元大25購01","","0.62"
"080546","長榮航元大21購23","","0.17"
"080548","長榮航元大27購03","","0.91"
"080549","慧洋元大21購07","0.05","0.09"
"08054P","欣興元大23售22","","0.85"
"080550","晶豪科元大21購05","0.22","0.31"
"080551","大立光元大27購02","","2.65"
"080552","奇鋐元大21購05","1.28","1.37"
"080553","欣興元大21購14","0.37","0.54"
"080554","欣興元大25購04","","1.23"
